Sentiment, Time, Tweet
-0.2," 	2009-06-16 13:53:34", HSBC advertisements plastered all over the place. My bank is the ish. Lol http://mypict.me/41AK
-0.3," 	2009-06-16 13:54:56", Nor online purchases& banking or phonebank RT @bbcnews: Some UK customers can't withdraw cash from Barclays' ATMs http://tinyurl.com/n72hu3
0.1," 	2009-06-16 14:06:24", Tuesday Headlines: Energy Efficiency Costs Outpace Renewable Peers: HSBC Will Coal Finally Get the Chance to Cle.. http://tinyurl.com/ned3tx
-0.5," 	2009-06-16 14:54:25", RT @vvshah15: BBCNEWS: Technical problem hits Barclays http://tinyurl.com/mdvsso
0.1," 	2009-06-16 15:06:23", Senior Premier Relationship Manager - HSBC - NY - New York (http://tinyurl.com/nvckhb) CareerBuilder #jobs
-0.3," 	2009-06-16 15:29:13"," RT @Rebecca_Thomson: what's a ""failed disc array""? That's what's causing the Barclays problems... http://bit.ly/mWvJk"
-0.3," 	2009-06-16 15:34:46", RT @housepricecrash: Times: Millions of Barclays customers hit by IT fault http://bit.ly/XGOxJ
-0.3," 	2009-06-16 16:19:12", RT @GoodandBadPR: Bad PR- Barclays having a mare as ATMs and online banking down for half of customers...http://bit.ly/1XkTo
-0.3," 	2009-06-16 16:25:27", Barclays outage due to a failed disk array? Strange they couldn't just invoke DR - bad design? http://twurl.nl/m1kjx3
0.2," 	2009-06-16 16:33:21", Barclays Wealth on expansion path in Asia: AsiaOne By CONRAD TAN Barclays Wealth plans &#39;aggressive&#39; expa.. http://tinyurl.com/nmofr3
-0.3," 	2009-06-16 16:39:52", @declancurry Yep Barclays cash machine in Trowbridge Wiltshire not working. Also HSBC out of action.
0.1," 	2009-06-16 16:41:48", Barclays names non-agency mortgage director in NY http://bit.ly/1jiKoM
-0.4," 	2009-06-16 17:09:48", Barclays' customers left frustrated: BARCLAYS customers were left frustrated after all the bank's ATMs in the So.. http://tinyurl.com/nvk73u
0.3," 	2009-06-16 17:14:44", RT @crainsbusiness: Barclays Comm Bnk in Manchester has provided an Enterprise Finance Guarantee loan worth £363k. http://tinyurl.com/lgu9x6
-0.3," 	2009-06-16 17:36:26", Barclays Bank loses GH¢46.9m to fraudsters loan defaulters in 2008 - Survey http://bit.ly/hOG8Q
-0.2," 	2009-06-16 18:09:36", BBC News: Barclays fixes hardware problem: Barclays says it has fixed a technical fault that left some .. http://tinyurl.com/n72hu3
0.2," 	2009-06-16 18:19:49", FC Market : HSBC Securities plans to delist IL&FS Investsmart http://tinyurl.com/mgb9rt
-0.4," 	2009-06-16 18:23:46", Barclays' ATMs go down: BARCLAYS customers were frustrated after all the bank's ATMs in the South of England wen.. http://tinyurl.com/kt5vn6
0.2," 	2009-06-16 23:50:17", Xcel Energy Participation in Panel Discussions at Barclays Capital ... http://u.mavrev.com/bgrr
0.1," 	2009-06-17 02:02:59", 25 Jobs at HSBC -- GO TO http://a2a.me/ISG now!!!!
0.1," 	2009-06-17 02:27:41", 06/17/09: Lloyds Banking Group says it will cut 1600 jobs in UK lending shake up Video URL: http://bit.ly/aMA3J Text Only: http://b ...
0.2," 	2009-06-17 02:52:14", Barclays says in Sumitomo wealth management talks-FT http://u.mavrev.com/bhw7
0.1," 	2009-06-17 03:34:46", Time Management System .._} Barclays says in Sumitomo wealth management talksFT Paychex Announce http://www.getwhatever.com/timemanagement/
0.3," 	2009-06-17 04:41:36", interesting standard chartered bank ad on bts http://twitpic.com/7lm9y
-0.4," 	2009-06-17 05:37:54", RT @itn_news Barclays hit by cashpoint glitch http://tinyurl.com/ljm5c3 Twas a nightmare in Brent Cross
0.4," 	2009-06-17 08:10:23", Singapore: HSBC Nears Agreement to Double Insurance Sales in Singapore - Bloomberg (http://cli.gs/GgtT5v)
-0.4," 	2009-06-17 09:19:09", With the cool $2b+ profit on the barclays deal Abu Dhabi Inc would have answered some of these people :-) http://tinyurl.com/nfdjlf
0.1," 	2009-06-17 09:19:32", 2009-10 Fixtures Announced: Sunderland will play Bolton away in the opening game of the 2009-10 Barclays Premier.. http://tinyurl.com/ktq5yp
0.1," 	2009-06-17 09:38:04", HSBC:Latvian govt has come through with required austerity measures that will trigger the disbursement of IMF+EU funding. LVL safe for now?
0.3," 	2009-06-17 09:51:48", Standard Chartered Gets Final OK For Hldg Co In S Korea http://tinyurl.com/n3yekd
0.1," 	2009-06-17 10:58:37", sensex: HNIs who missed rally still want to invest: Barclays Wealth: A survey that Barclays Wealth carrie.. http://tinyurl.com/lxwpm6
0.2," 	2009-06-17 11:03:38", Rootless borderless and weightless - HSBC ponders the Future of Business in its latest report http://bit.ly/16hctu
-0.3," 	2009-06-17 11:05:54", Yorkshire Post News: Computer problems hit bank: Barclays customers were hit by technical pr.. http://tinyurl.com/ku2dlk
-0.2," 	2009-06-17 11:37:10", RT @Chris_Mellor: Was HDS involved in Barclays outage yesterday
-0.2," 	2009-06-17 12:00:16", http://bit.ly/RyPMx Barclays online and ATM crash after disk array fault http://u.mavrev.com/bme5
-0.2," 	2009-06-17 12:07:18", news about #barclays #fail yesterday http://tinyurl.com/l4dh8b
0.1," 	2009-06-17 12:34:10", Barclays: NVIDIA CORPORATION houden. http://tinyurl.com/km3zya
0.1," 	2009-06-17 12:53:36", is glad to have Barclays Capital joining us for our Golf Tournament featuring WCBS anchor Chris Wragge.. 2 Foursomes left... Anyone else?
0.1," 	2009-06-17 13:13:53", RT @alertrix: The new BPL (Barclays Premeir League) season kicks off on 15th August with Champions Manchester United taking on Birmingham.
-0.2," 	2009-06-17 14:36:38", RT @DominicLloyd: HDS drive array failure suspected in Barclays ATM outage- http://bit.ly/11gOU7 #barclays #ATM #outage
-0.2," 	2009-06-17 14:41:32", Interesting - HDS drive array failure suspected in Barclays ATM outage: Red faces all round after s.. http://ping.fm/XTVvx
-0.2," 	2009-06-17 15:21:41", Disc array fault blamed for Barclays online breakdown - http://www.finextra.com/fullstory.asp?id=20148
0.3," 	2009-06-17 15:43:00", problem here is i was at c-scape in the US and the HSBC CIO was *awesome*. this seems like thin gruel in comparison #cscapeeu
0.1," 	2009-06-17 16:36:12", RT @SetantaUS: http://twitpic.com/7mldf - BARCLAYS PREMIERE LEAGUE 09/10 PRINTABLE SCHEDULE! Retweet it to friends.
0.2," 	2009-06-17 22:27:06", HSBC Payment Gateway Integration--By David10000 on Jun 17--Max Bid: Open to fair suggestions - http://tinyurl.com/klyosc
0.1," 	2009-06-17 23:12:23", Times update Need to know: Barclays Capital ... Chinese milk ... Boeing forecast: Economics http://tinyurl.com/mth6ma
0.2," 	2009-06-17 23:17:03", Sri Lanka May Become 'Hong Kong of India' After War HSBC Says - Bloomberg: Sri Lanka May Become 'Ho.. http://tinyurl.com/n64f3n
0.2," 	2009-06-18 01:14:27", HSBC to take on Scotland's corporate banking giants: BANKING giant HSBC has unveiled ambitious plans to boost it.. http://tinyurl.com/nck6ol
0.2," 	2009-06-18 01:34:16", Debenhams sale 70pct and today is the preview for hsbc cardholders. Yuuuuk?? RT @kudanmarco: @tanskiii mbongkar2 baju gym ga ada have t ...
0.1," 	2009-06-18 01:41:11", waiting for Standard Chartered Singapore Marathon 2009 registrations to launch. itching to run again http://www.singaporemarathon.com/en/
0.2," 	2009-06-18 01:42:39", Lg prihatin. mendadak manage event :p RT @mistymaitimoe Debenhams sale 70pct and today's d preview for hsbc cardholders. Yuuuuk?? @tanskiii
-0.3," 	2009-06-18 02:19:17", Got the obligatory acknowledgment e-mail from HSBC on my complaint about their 1-for-1 GV redemption procedure. :D
0.1," 	2009-06-18 04:59:24", Great views of city! RT @podnosh @simonhowes: Awesome images from the inside and top of Natwest tower in Birmingham. http://bit.ly/4gyQzs
0.2," 	2009-06-18 05:30:18", World Environment Day activities of HSBC | Bangladesh News Network http://bit.ly/L4lpe
0.2," 	2009-06-18 05:59:27", Canara HSBC Oriental Bank of Commerce Life Insurance Celebrates Successful First Year of Operations http://bit.ly/18FV9f
0.1," 	2009-06-18 06:17:07", Events Job: Private Client Services Financial Advisor - HSBC - Florham Park NJ: report control weaknes.. http://bit.ly/41qct
0.1," 	2009-06-18 06:43:31", RT @simonhowes Awesome images from the inside and top of Natwest tower in Birmingham. http://bit.ly/4gyQzs
-0.2," 	2009-06-18 06:53:13", I think I must Sue HSBC
0.1," 	2009-06-18 07:09:15", WOW ! RT @simonhowes Awesome images from the inside and top of Natwest tower in Birmingham. http://bit.ly/4gyQzs
0.2," 	2009-06-18 07:24:03", Standard Chartered CEO sees more Asian listings http://r.reuters.com/vun37c
0.2," 	2009-06-18 07:34:15", Second quarter GDP to grow 3.6 percent: Standard Chartered: http://bit.ly/4zn5GU
0.2," 	2009-06-18 07:38:06", Standard Chartered CEO sees more Asian listings http://bit.ly/3OzdTC
0.1," 	2009-06-18 07:39:30", Lanka may become ‘Hong Kong of India’ after war: HSBC http://www.johnmariani.com/archive/2008/080113/china-hong-ko.. http://tinyurl.com/ ...
0.1," 	2009-06-18 07:53:17", Personal Loan - Direct Sales Representatives | Zebra Strategic Outsource Solution Limited - Citibank | http://bit.ly/mMD9F | #bank
0.3," 	2009-06-18 08:12:49", Charities will pay interest on Barclays loans to match Modernisation Fund: Bank pledges £9.5m to help charities me.. http://tinyurl.com/ ...
0.1," 	2009-06-18 08:15:56", HNIs who missed rally still want to invest: Barclays Wealth http://bit.ly/HOC9g
0.1," 	2009-06-18 08:29:43", Win Movie Tickets Every Month - HSBC Credit Cards : http://www.singpost.com/SAM/sam_promo.htm#
0.2," 	2009-06-18 08:39:19", Standard Chartered CEO Sees More Asian Listings: VC Circle Hong Kong- and London-listed Standard Chartered is look.. http://bit.ly/2uZk8
0.1," 	2009-06-18 09:03:54", #JobeeHive HSBC Review Rating by AVP Delhi India: See HSBC review ratings & advice submitted by AVP .. http://bit.ly/294Ii
0.2," 	2009-06-18 09:11:56", Barclays will provide £9.5 million of matched funding for Modernisation Fund. More money for the sector! http://twurl.nl/ye24ya
0.2," 	2009-06-18 09:13:40", RT @followgreen: HSBC's Climate Change Index Quarterly Report #finance #climatechange #hsbc ° http://ow.ly/eLaU
0.1," 	2009-06-18 09:25:40", @plasmadog Hi. For your RT on barclays fan of india contest you get the branded keychain. Thanks for the tweet. Send DM ur contact details!
0.1," 	2009-06-18 09:28:19", RT @econow: RT @followgreen: HSBC's Climate Change Index Quarterly Report http://bit.ly/OhKiZ #sustainability
0.1," 	2009-06-18 09:41:20", Standard Chartered legal chief quits to set up consultancy http://tinyurl.com/l7quca
-0.2," 	2009-06-18 10:02:00", Bad Economy Will Force HSBC Credit Card Arm to Drop US Operations - http://tinyurl.com/lmblfg
0.1," 	2009-06-18 10:33:40", On eFinancialCareers: Can Barclays Capital really become Goldman Sachs? http://bit.ly/4c27aE
0.1," 	2009-06-18 10:52:29", I'm committed: http://www.hsbctriathlon.com/ms/events/showracedetail.cfm?raceID=265
0.1," 	2009-06-18 11:35:22", HSBC Holdings to delist ILFS Investmart from BSE NSE http://bit.ly/CZISC
0.2," 	2009-06-18 11:58:24", #WEF #jordan09: Standard Chartered CEO Sees More Asian Listings: Source: VCCircle News http://bit.ly/1n4uf
0.2," 	2009-06-18 12:27:42", Barclays fund management arm deal http://bit.ly/9UoYm
0.2," 	2009-06-18 12:43:40", HSBC’s Future of Business Report released - New Face of the UK Unveiled http://zw86e.th8.us
0.1," 	2009-06-18 13:05:27", Senior Business Relationship Manager - HSBC - NY - New York (http://tinyurl.com/nxerbv) CareerBuilder #jobs
0.1," 	2009-06-18 13:05:28", Premier Relationship Manager - HSBC - NY - New York (http://tinyurl.com/m48vav) CareerBuilder #jobs
0.1," 	2009-06-18 13:23:00", Senior Business Relationship Manager - HSBC - NY - New York (http://tinyurl.com/nxerbv) CareerBuilder #jobs
0.1," 	2009-06-18 13:55:15", Premier Relationship Manager HSBC #Jobs #Sales #New York http://jobview.monster.com/getjob.aspx?JobID=81595819
0.1," 	2009-06-18 13:55:16", Senior Business Relationship Manager HSBC #Jobs #Sales #New York http://jobview.monster.com/getjob.aspx?JobID=81595824
0.1," 	2009-06-18 15:57:34", HSBC BANK PLC v 5TH AVENUE PARTNERS LTD AND ANOTHER - [2009] Lloyd's Rep. FC 261: Fraud — “Ponzi&#8221.. http://bit.ly/13r9ij
0.1," 	2009-06-18 16:37:33", HSBC says Sri Lankan economy is growing and we are India's Hong Kong! http://tinyurl.com/mnqa2n
0.1," 	2009-06-18 23:31:22", Former HSBC Chief Economist Pans Auto Bailouts: In an article publisher June 16 in the Penticton Herald forme.. http://tinyurl.com/nc4crs
0.1," 	2009-06-19 00:32:20", Newark Jobs Operations Representative - HSBC Bank - Buffalo NY: Make the Right Move and join a winni.. http://tinyurl.com/lysl7s
0.2," 	2009-06-19 00:34:05", this HSBC commercial reminded me that i've been itching to download some chinese classical music let me see what i can find....
0.1," 	2009-06-19 00:34:47", San Jose Jobs Retail Mortgage Consultant - HSBC Bank - San Jose CA: Make the Right Move and join a.. http://tinyurl.com/mypkdp
0.2," 	2009-06-19 01:28:42", RT @greenbiztweets: HSBC's Climate Change Index Quarterly Report http://bit.ly/8wAeT
0.1," 	2009-06-19 01:28:48", San Jose Jobs Retail Mortgage Consultant - HSBC Bank - San Jose CA: Make the Right Move and join a.. http://tinyurl.com/mypkdp
0.1," 	2009-06-19 01:30:25", Howdy Jello LMAO RT @jerryjamesstone RT @greenbiztweets: HSBC's Climate Change Index Quarterly Report http://bit.ly/8wAeT
0.1," 	2009-06-19 01:37:19", Branch Manager | Public Bank (Hong Kong) 大 眾 銀 行 (香 港 ) | http://bit.ly/2mqla4 | #bank
0.1," 	2009-06-19 01:37:20", Assistant Branch Manager | Public Bank (Hong Kong) 大 眾 銀 行 (香 港 ) | http://bit.ly/qZ1MP | #bank
0.1," 	2009-06-19 01:38:22", Buffalo Jobs Bilingual Customer Relationship Center Outbound Sales Specialist - HSBC Bank - Buffalo.. http://tinyurl.com/mdmk6n
0.1," 	2009-06-19 01:38:25", Buffalo Jobs Senior Vice President Regional Manager Private Client Services Sales - HSBC Bank - Buff.. http://tinyurl.com/mz3gjs
0," 	2009-06-19 02:03:03", Counting Carbon- Deutche Bank Knows the Number: http://bit.ly/BXF6D #business #banking #sustainability #thebrutaltruth
-0.3," 	2009-06-19 03:38:08", Ex-RBS chief agrees to return part of pension: FRED Goodwin the disgraced former Royal Bank of Scotland boss h.. http://digg.com/u167sf
0.2," 	2009-06-19 05:03:29", HSBC Mortgage: What you need to know about HSBC Mortgage http://bit.ly/qW5DG
0.1," 	2009-06-19 05:18:33", Watch the 2009 HSBC FEI World Cup™ Eventing Series at Kihikihi on Trackside TV next week Don't miss it... http://tinyurl.com/ma4qko
0.1," 	2009-06-19 05:36:53", Barclays: Pen http://digg.com/u168HZ
0.1," 	2009-06-19 06:03:01", RT: catherinebarrEVENT - 34 days to go until the 2009 HSBC Celebration of Light lights up the sky over English Bay! July 22 - Canada Night
0.2," 	2009-06-19 08:11:26", #Korea09 Peter Sands head of Standard Chartered Bank: Asia's task is to find growth and development model that is less dependent on exports
-0.2," 	2009-06-19 09:12:31", Does our financial and banking system need a major shake up - err yes! Barclays urged to dump 'casino bank': http://bit.ly/T1mI5
0," 	2009-06-19 09:24:20", @pierredevillier the chaps that built the Barclays ePDQ payment gateway for Virtuemart are geniuses use anything by them.
0.1," 	2009-06-19 09:24:36", WE are one of the few sponsors of Get safe On line along with most of the founding partners HM Government HSBC Microsoft Cable & Wireless
0.2," 	2009-06-19 09:45:48", Barclays integration done just need to do the error handling now and jobs a good-un! Wish it was as easy as a google checkout int though :)
0.1," 	2009-06-19 10:01:39", Advies: Exane BNP Paribas: Standard Chartered kopen. http://tinyurl.com/nomy9r
-0.1," 	2009-06-19 10:51:19", A cheque from Barclays for 9 pence - who says banks aren't helping small companies through the recession?!
-0.3," 	2009-06-19 10:52:31"," RT@talentequity:""Disparity in the compensations in HSBC"" - Says an employee http://bit.ly/11dKRf #review #hsbc"
